Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
4740,33703,2/1/13,2/1/13,4," $1,248 ",8%, $312 ," $1,148.34 ",Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,France,West,2/8/13,7,Development - Big Data,Development,.Net,Madison Hill,Bob Turner,58,1,81%
4741,33729,9/1/15,9/1/15,26," $8,113 ",7%, $312 ," $7,545.36 ",Anthony Haberlin,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Fountain,80817,Croatia,Central,9/20/15,19,Development - Big Data,Development,SQL,Abigail Young,Josh Martinez,50,1,84%
4742,33731,10/1/15,10/1/15,27," $3,393 ",2%, $126 ," $3,324.84 ",Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Goldsboro,27534,Finland,North,10/9/15,8,Training - Development,Training,Python,Noah Smith,#N/A,59,1,53%
4743,33731,10/1/15,10/1/15,32," $7,896 ",9%, $247 ," $7,185.25 ",Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Goldsboro,27534,Malta,South,10/8/15,7,Development - Database,Development,Business Logic,Elizabeth Carter,Frank Mitchell,52,1,79%
4744,33731,10/1/15,10/1/15,12," $3,745 ",5%, $312 ," $3,557.37 ",Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Greensboro,27405,Portugal,West,10/10/15,9,Development - Big Data,Development,SQL,Noah Smith,Bob Turner,59,1,81%
4745,33732,8/1/12,8/1/12,33," $7,423 ",5%, $225 ," $7,052.04 ",Heather Schneider,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Bay City,48708,Sweden,North,8/29/12,28,Training - SQL,Training,Python,Ava Wilson,#N/A,67,1,70%
4746,33734,10/1/14,10/1/14,13," $1,625 ",5%, $125 ," $1,543.37 ",Jamie McClure,Catamaran Corporation,Finance,Specialty Insurers,East Saint Louis,62205,Belgium,West,10/18/14,17,Development - Python,Development,PHP,Olivia Sullivan,Bob Turner,53,1,58%
4747,33761,8/1/15,8/1/15,45," $6,486 ",6%, $144 ," $6,096.55 ",Pierre Bellavance,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Nutley,07110,Malta,South,8/5/15,4,Development - Business Logic,Development,Java,Madison Hill,Frank Mitchell,58,1,60%
4748,33763,9/1/13,9/1/13,23," $4,163 ",8%, $181 ," $3,829.96 ",Evan Ryan,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Hammond,46324,Cyprus,South,9/25/13,24,Consulting - Compensation,Consulting,Big Data,Emily Taylor,Frank Mitchell,62,1,66%
4749,33764,2/1/14,2/1/14,31," $4,468 ",1%, $144 ," $4,423.24 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,North Babylon,11703,Slovenia,Central,2/11/14,10,Development - Business Logic,Development,Big Data,Noah Smith,Josh Martinez,59,1,59%
4750,33764,2/1/14,2/1/14,4," $1,248 ",0%, $312 ," $1,248.20 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,Austria,Central,2/12/14,11,Development - Big Data,Development,.Net,Sophia Dixon,Josh Martinez,71,1,77%
4751,33764,2/1/14,2/1/14,6," $1,753 ",6%, $292 ," $1,648.22 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,CzechRepublic,Central,2/11/14,10,Consulting - Market Research,Consulting,.Net,Daniel Tusk,Josh Martinez,45,1,85%
4752,33793,6/1/15,6/1/15,17," $3,302 ",3%, $194 ," $3,203.32 ",Joel Staavos,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Meridian,39301,Bulgaria,Central,6/28/15,27,Development - Java,Development,PHP,Emma Watson,Josh Martinez,67,1,66%
4753,33794,2/1/14,2/1/14,18," $4,049 ",6%, $225 ," $3,806.08 ",Ryan Johnson,"Charter Communications, Inc.",Consumer Services,Television Services,North Miami Beach,33160,Latvia,North,2/24/14,23,Training - SQL,Training,Scala,Jacob Manziel,#N/A,57,1,75%
4754,33797,1/1/12,1/1/12,20," $4,771 ",8%, $239 ," $4,389.44 ",Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Bellingham,02019,Spain,West,1/11/12,10,Consulting - Strategy,Consulting,PHP,Madison Hill,Bob Turner,58,1,76%
4755,33797,1/1/12,1/1/12,44," $9,898 ",2%, $225 ," $9,699.65 ",Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Beverly,01915,Spain,West,1/12/12,11,Training - SQL,Training,Business Logic,Liam Franklin,Bob Turner,52,1,77%
4756,33797,1/1/12,1/1/12,18," $3,663 ",6%, $204 ," $3,443.51 ",Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Hanson,02341,Malta,South,1/12/12,11,Development - .Net,Development,Python,Emily Taylor,Frank Mitchell,62,1,70%
4757,33797,1/1/12,1/1/12,29," $6,523 ",5%, $225 ," $6,197.25 ",Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Hawthorne,07506,Italy,Central,1/13/12,12,Training - SQL,Training,Front End Web,Elizabeth Carter,Josh Martinez,52,1,77%
4758,33797,1/1/12,1/1/12,18," $2,249 ",3%, $125 ," $2,181.96 ",Bradley Fjeld,"Verisk Analytics, Inc.",Technology,EDP Services,Trenton,08601,Denmark,West,1/11/12,10,Development - Python,Development,Business Model,William Bufont,Bob Turner,62,1,50%
4759,33824,3/1/14,3/1/14,19," $2,738 ",6%, $144 ," $2,574.10 ",Katrina Ducich,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Clearfield,84015,Poland,North,3/3/14,2,Development - Business Logic,Development,Business Model,Elizabeth Carter,#N/A,52,1,64%
4760,33826,12/1/13,12/1/13,13," $2,924 ",3%, $225 ," $2,836.56 ",Ashley Wiener,Lam Research Corporation,Technology,Industrial Machinery/Components,Gilbert,85234,Netherlands,West,12/23/13,22,Training - SQL,Training,Development,Mia Moore,Bob Turner,51,1,77%
4761,33857,4/1/13,4/1/13,18," $2,249 ",0%, $125 ," $2,249.45 ",Troy Sayre,Comcast Corporation,Consumer Services,Television Services,Lake Worth,33461,France,West,4/30/13,29,Development - Python,Development,Strategy,Ava Wilson,Bob Turner,67,1,46%
4762,33862,6/1/13,6/1/13,22," $2,947 ",3%, $134 ," $2,858.86 ",Vivek Barchas,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,Aspen Hill,20906,Greece,South,6/23/13,22,Development - PHP,Development,Market Research,Sophia Dixon,Frank Mitchell,71,1,47%
4763,33888,8/1/12,8/1/12,31," $6,022 ",4%, $194 ," $5,781.12 ",Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Slovakia,Central,8/23/12,22,Development - Java,Development,Strategy,Alexander Edison,Josh Martinez,70,1,64%
4764,33888,8/1/12,8/1/12,3, $936 ,2%, $312 , $917.43 ,Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Latvia,North,8/21/12,20,Development - Big Data,Development,Python,Ethan Bird,#N/A,60,1,81%
4765,33888,8/1/12,8/1/12,47," $14,666 ",5%, $312 ," $13,933.01 ",Heather Maddox,Altera Corporation,Technology,Semiconductors,Downers Grove,60516,Sweden,North,8/22/12,21,Development - Big Data,Development,SQL,Isabella Douglas,#N/A,75,1,76%
4766,33889,11/1/13,11/1/13,46," $9,362 ",0%, $204 ," $9,361.78 ",Christina Yedwab,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Raytown,64133,Luxembourg,West,11/11/13,10,Development - .Net,Development,Market Research,Emma Watson,Bob Turner,67,1,67%
4767,33889,11/1/13,11/1/13,43," $8,751 ",6%, $204 ," $8,226.15 ",Christina Yedwab,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Raytown,64133,Denmark,West,11/13/13,12,Development - .Net,Development,Business Logic,Sophia Dixon,Bob Turner,71,1,65%
4768,33889,11/1/13,11/1/13,27," $3,617 ",4%, $134 ," $3,472.43 ",Christina Yedwab,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Raytown,64133,Luxembourg,West,11/10/13,9,Development - PHP,Development,Javascript,Mia Moore,Bob Turner,51,1,62%
4769,33889,11/1/13,11/1/13,39," $12,451 ",1%, $319 ," $12,326.14 ",Christina Yedwab,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Raytown,64133,Portugal,West,11/8/13,7,Development - Scala,Development,Development,Alexander Edison,Bob Turner,70,1,78%
4770,33893,9/1/15,9/1/15,6, $804 ,0%, $134 , $803.80 ,Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Minneapolis,55407,Bulgaria,Central,9/22/15,21,Development - PHP,Development,Market Research,Mia Moore,Josh Martinez,51,1,62%
4771,33893,9/1/15,9/1/15,16," $2,306 ",9%, $144 ," $2,098.48 ",Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Minneapolis,55407,Sweden,North,9/21/15,20,Development - Business Logic,Development,Business Model,Michael Alister,#N/A,68,1,53%
4772,33894,6/1/13,6/1/13,14," $1,750 ",0%, $125 ," $1,749.57 ",Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Romeoville,60441,UnitedKingdom,West,6/17/13,16,Development - Python,Development,Business Logic,Alexander Edison,Bob Turner,70,1,44%
4773,33894,6/1/13,6/1/13,5, $800 ,2%, $160 , $784.03 ,Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Romeoville,60441,Poland,North,6/15/13,14,Development - Front End Web,Development,Big Data,Emma Watson,#N/A,67,1,58%
4774,33894,6/1/13,6/1/13,48," $9,776 ",9%, $204 ," $8,896.41 ",Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Saint Charles,60174,Greece,South,6/16/13,15,Consulting - Business Model,Consulting,SQL,Isabella Douglas,Frank Mitchell,75,1,63%
4775,33894,6/1/13,6/1/13,13," $2,648 ",4%, $204 ," $2,541.83 ",Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Saint Charles,60174,UnitedKingdom,West,6/16/13,15,Consulting - Business Model,Consulting,SQL,Daniel Tusk,Bob Turner,45,1,78%
4776,33921,3/1/13,3/1/13,35," $4,398 ",5%, $126 ," $4,178.04 ",Daniel Price,SanDisk Corporation,Technology,Electronic Components,Roosevelt,11575,Denmark,West,4/8/13,38,Training - Development,Training,SQL,Alexander Edison,Bob Turner,70,1,44%
4777,33922,2/1/13,2/1/13,31," $7,395 ",6%, $239 ," $6,951.54 ",Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Pekin,61554,France,West,2/27/13,26,Consulting - Strategy,Consulting,Big Data,Noah Smith,Bob Turner,59,1,75%
4778,33923,1/1/12,1/1/12,34," $9,936 ",5%, $292 ," $9,439.25 ",Benjamin Schmidt,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,Fresno,93727,Lithuania,North,1/11/12,10,Consulting - Market Research,Consulting,Java,Olivia Sullivan,#N/A,53,1,82%
4779,33924,10/1/15,10/1/15,12," $2,863 ",5%, $239 ," $2,719.54 ",Ivan Wooten,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,La Quinta,92253,Luxembourg,West,10/20/15,19,Consulting - Strategy,Consulting,Business Logic,Mason Gibson,Bob Turner,71,1,70%
4780,33925,5/1/14,5/1/14,47," $5,874 ",3%, $125 ," $5,697.35 ",Catherine House,Cognizant Technology Solutions Corporation,Technology,EDP Services,Springfield,97477,Slovakia,Central,5/7/14,6,Development - Python,Development,Market Research,Ava Wilson,Josh Martinez,67,1,46%
4781,33956,1/1/15,1/1/15,13," $2,924 ",0%, $225 ," $2,924.29 ",Aaron Matthias,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Smithtown,11787,Italy,Central,1/21/15,20,Training - SQL,Training,Market Research,Madison Hill,Josh Martinez,58,1,74%
4782,33958,2/1/14,2/1/14,27," $7,890 ",10%, $292 ," $7,101.35 ",Mark Steele,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Bourne,02532,Slovakia,Central,2/4/14,3,Consulting - Market Research,Consulting,Market Research,Noah Smith,Josh Martinez,59,1,80%
4783,33958,2/1/14,2/1/14,14," $2,018 ",9%, $144 ," $1,836.17 ",Mark Steele,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,Dedham,02026,Estonia,North,2/4/14,3,Development - Business Logic,Development,Market Research,Isabella Douglas,#N/A,75,1,48%
4784,33959,7/1/12,7/1/12,23," $5,441 ",3%, $237 ," $5,277.34 ",Ben Lock,The Priceline Group Inc.,Miscellaneous,Business Services,Bangor,04401,Germany,West,8/1/12,31,Training - Javascript,Training,Java,Jacob Manziel,Bob Turner,57,1,76%
4785,33987,10/1/14,10/1/14,19," $2,387 ",10%, $126 ," $2,148.71 ",Sara Fair,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Colchester,05439,Luxembourg,West,10/26/14,25,Training - Development,Training,Scala,Mason Gibson,Bob Turner,71,1,43%
4786,33987,10/1/14,10/1/14,27," $7,890 ",7%, $292 ," $7,338.07 ",Sara Fair,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,El Dorado Hills,95630,France,West,10/26/14,25,Consulting - Market Research,Consulting,Market Research,Isabella Douglas,Bob Turner,75,1,74%
4787,33988,1/1/12,1/1/12,30," $6,110 ",0%, $204 ," $6,110.17 ",Rob Cano,Yahoo! Inc.,Technology,EDP Services,Pittsburgh,15122,Austria,Central,1/11/12,10,Consulting - Business Model,Consulting,Scala,Michael Alister,Josh Martinez,68,1,67%
4788,34017,3/1/12,3/1/12,20," $2,883 ",5%, $144 ," $2,738.40 ",Paul Hazard,Lam Research Corporation,Technology,Industrial Machinery/Components,Sioux Falls,57103,Ireland,West,3/23/12,22,Development - Business Logic,Development,Scala,Sophia Dixon,Bob Turner,71,1,51%
4789,34017,3/1/12,3/1/12,28," $8,737 ",1%, $312 ," $8,650.01 ",Paul Hazard,Lam Research Corporation,Technology,Industrial Machinery/Components,Sioux Falls,57103,Belgium,West,3/25/12,24,Development - Big Data,Development,Market Research,Sophia Dixon,Bob Turner,71,1,77%
4790,34022,11/1/15,11/1/15,6," $1,350 ",6%, $225 ," $1,268.69 ",Jason Moss,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Woodmere,11598,Poland,North,11/5/15,4,Training - SQL,Training,Business Model,Mason Gibson,#N/A,71,1,68%
4791,34022,11/1/15,11/1/15,50," $11,247 ",5%, $225 ," $10,684.92 ",Jason Moss,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Woodmere,11598,Ireland,West,11/3/15,2,Training - SQL,Training,Python,Isabella Douglas,Bob Turner,75,1,67%
4792,34048,3/1/14,3/1/14,1, $225 ,4%, $225 , $215.95 ,Christopher Swint,Intel Corporation,Technology,Semiconductors,East Chicago,46312,Finland,North,3/30/14,29,Training - SQL,Training,SQL,Jayden Hamilton,#N/A,71,1,68%
4793,34082,10/1/14,10/1/14,19," $5,929 ",10%, $312 ," $5,336.05 ",Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texarkana,75503,Greece,South,10/29/14,28,Development - Big Data,Development,SQL,Mason Gibson,Frank Mitchell,71,1,77%
4794,34082,10/1/14,10/1/14,20," $3,885 ",7%, $194 ," $3,613.20 ",Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texas City,77590,Netherlands,West,10/29/14,28,Development - Java,Development,Python,Mia Moore,Bob Turner,51,1,74%
4795,34082,10/1/14,10/1/14,35," $5,044 ",2%, $144 ," $4,943.54 ",Dan Ashbrook,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Texas City,77590,France,West,10/30/14,29,Development - Business Logic,Development,Business Logic,Jacob Manziel,Bob Turner,57,1,60%
4796,34083,2/1/15,2/1/15,29," $8,475 ",2%, $292 ," $8,305.37 ",Barry Packer,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Loveland,80538,Greece,South,2/5/15,4,Consulting - Market Research,Consulting,Java,Noah Smith,Frank Mitchell,59,1,80%
4797,34086,4/1/15,4/1/15,41," $11,982 ",4%, $292 ," $11,502.44 ",Nat Hallsten,"Charter Communications, Inc.",Consumer Services,Television Services,Moore,73160,Cyprus,South,5/1/15,30,Consulting - Market Research,Consulting,PHP,Jayden Hamilton,Frank Mitchell,71,1,76%
4798,34087,7/1/12,7/1/12,31," $9,059 ",5%, $292 ," $8,606.37 ",Jim Kriz,Linear Technology Corporation,Technology,Semiconductors,Harrisburg,17112,Cyprus,South,7/28/12,27,Consulting - Market Research,Consulting,SQL,Emma Watson,Frank Mitchell,67,1,77%
4799,34112,9/1/14,9/1/14,13," $3,799 ",10%, $292 ," $3,419.17 ",Dennis Chand,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Charlotte,28205,Netherlands,West,9/3/14,2,Consulting - Market Research,Consulting,Python,Elizabeth Carter,Bob Turner,52,1,82%
4800,34117,2/1/15,2/1/15,45," $8,742 ",6%, $194 ," $8,217.12 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,Latvia,North,2/9/15,8,Development - Java,Development,Big Data,Mia Moore,#N/A,51,1,74%
4801,34148,8/1/15,8/1/15,33," $10,535 ",6%, $319 ," $9,903.05 ",Theresa Dickinson,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Port Chester,10573,Romania,Central,8/22/15,21,Development - Scala,Development,Business Model,Mason Gibson,Josh Martinez,71,1,78%
4802,34151,9/1/14,9/1/14,26," $7,598 ",10%, $292 ," $6,838.34 ",Craig Donatelli,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Scottsdale,85254,Romania,Central,9/10/14,9,Consulting - Market Research,Consulting,Business Model,Jacob Manziel,Josh Martinez,57,1,80%
4803,34177,8/1/12,8/1/12,13," $4,150 ",2%, $319 ," $4,067.21 ",Toby Company A,"Automatic Data Processing, Inc.",Technology,EDP Services,Addison,60101,Bulgaria,Central,8/18/12,17,Development - Scala,Development,Python,Mason Gibson,Josh Martinez,71,1,78%
4804,34177,8/1/12,8/1/12,26," $8,300 ",10%, $319 ," $7,470.39 ",Toby Company A,"Automatic Data Processing, Inc.",Technology,EDP Services,Addison,60101,Poland,North,8/16/12,15,Development - Scala,Development,.Net,Mia Moore,#N/A,51,1,84%
4805,34177,8/1/12,8/1/12,50," $14,612 ",10%, $292 ," $13,150.66 ",Toby Company A,"Automatic Data Processing, Inc.",Technology,EDP Services,Addison,60101,Romania,Central,8/16/12,15,Consulting - Market Research,Consulting,Strategy,William Bufont,Josh Martinez,62,1,79%
4806,34179,11/1/14,11/1/14,21," $4,277 ",7%, $204 ," $3,977.72 ",Brian Pardue,Apple Inc.,Technology,Computer Manufacturing,Ogden,84404,Netherlands,West,11/4/14,3,Consulting - Business Model,Consulting,PHP,Noah Smith,Bob Turner,59,1,71%
4807,34180,9/1/14,9/1/14,2, $250 ,2%, $125 , $244.94 ,Marc Ludwig,Liberty Global plc,Consumer Services,Television Services,Springdale,72762,Sweden,North,9/3/14,2,Development - Python,Development,Business Logic,Alexander Edison,#N/A,70,1,44%
4808,34182,10/1/15,10/1/15,31," $6,973 ",5%, $225 ," $6,624.65 ",Karen Gilpin,"Verisk Analytics, Inc.",Technology,EDP Services,Holbrook,11741,UnitedKingdom,West,10/19/15,18,Training - SQL,Training,Strategy,Mason Gibson,Bob Turner,71,1,68%
4809,34209,8/1/13,8/1/13,48," $10,797 ",4%, $225 ," $10,365.49 ",Ritsa Brown,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Shawnee,74801,Slovakia,Central,8/26/13,25,Training - SQL,Training,Javascript,Ethan Bird,Josh Martinez,60,1,73%
4810,34209,8/1/13,8/1/13,29," $3,624 ",3%, $125 ," $3,515.39 ",Ritsa Brown,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Shawnee,74801,CzechRepublic,Central,8/26/13,25,Development - Python,Development,.Net,Madison Hill,Josh Martinez,58,1,54%
4811,34211,2/1/15,2/1/15,15," $2,162 ",10%, $144 ," $1,945.71 ",Alan Daly,Avago Technologies Limited,Technology,Semiconductors,Rosenberg,77471,Croatia,Central,2/16/15,15,Development - Business Logic,Development,Business Logic,Jayden Hamilton,Josh Martinez,71,1,51%
4812,34215,5/1/14,5/1/14,6," $1,166 ",2%, $194 ," $1,142.24 ",Cari Murry,Broadcom Corporation,Technology,Semiconductors,Palatine,60067,Croatia,Central,5/15/14,14,Development - Java,Development,Big Data,William Bufont,Josh Martinez,62,1,68%
4813,34241,10/1/15,10/1/15,4, $536 ,8%, $134 , $493.00 ,Sanjit Hendricks,"Discovery Communications, Inc.",Consumer Services,Television Services,Waterloo,50701,Spain,West,10/8/15,7,Development - PHP,Development,SQL,Alexander Edison,Bob Turner,70,1,48%
4814,34243,2/1/14,2/1/14,10," $2,249 ",8%, $225 ," $2,069.50 ",Tom Campbell,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Brentwood,94513,Estonia,North,2/13/14,12,Training - SQL,Training,Python,Daniel Tusk,#N/A,45,1,80%
4815,34243,2/1/14,2/1/14,40," $4,999 ",4%, $125 ," $4,798.82 ",Tom Campbell,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Brentwood,94513,Netherlands,West,2/12/14,11,Development - Python,Development,Strategy,Abigail Young,Bob Turner,50,1,60%
4816,34243,2/1/14,2/1/14,35," $10,922 ",2%, $312 ," $10,703.30 ",Tom Campbell,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Brentwood,94513,Malta,South,2/13/14,12,Development - Big Data,Development,Business Model,William Bufont,Frank Mitchell,62,1,80%
4817,34244,9/1/13,9/1/13,25," $5,092 ",0%, $204 ," $5,091.81 ",Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Laredo,78041,CzechRepublic,Central,10/8/13,37,Consulting - Business Model,Consulting,Business Logic,Madison Hill,Josh Martinez,58,1,72%
